TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CLE,02/25/2001,CLE @ DET,W,240,101,41,90,45.6,5,12,41.7,14,18,77.8,13,34,47,24,8,7,13,26,7
DET,02/25/2001,DET vs. CLE,L,241,94,33,82,40.2,5,15,33.3,23,30,76.7,11,29,40,19,6,13,17,22,-7
ORL,02/25/2001,ORL @ LAL,L,240,100,36,99,36.4,7,20,35,21,25,84,22,30,52,24,10,2,11,36,-6
UTA,02/25/2001,UTA @ PHX,L,240,80,30,81,37,0,5,0,20,27,74.1,10,31,41,20,11,11,16,23,-10
WAS,02/25/2001,WAS @ NJN,L,240,91,31,90,34.4,4,11,36.4,25,29,86.2,21,26,47,19,7,5,13,22,-10
CHI,02/24/2001,CHI vs. VAN,W,239,90,32,75,42.7,3,9,33.3,23,31,74.2,14,27,41,24,16,5,19,17,15
NJN,02/24/2001,NJN @ MIA,L,240,70,27,71,38,3,19,15.8,13,17,76.5,8,32,40,15,6,3,10,22,-5
CHH,02/24/2001,CHH vs. PHI,W,240,86,36,86,41.9,3,13,23.1,11,18,61.1,12,29,41,26,12,4,10,19,1
LAC,02/24/2001,LAC vs. POR,W,289,123,45,88,51.1,10,19,52.6,23,29,79.3,8,31,39,28,7,4,17,19,3
WAS,02/24/2001,WAS vs. TOR,L,240,99,35,82,42.7,1,7,14.3,28,33,84.8,14,29,43,21,8,3,15,19,-7
TOR,02/24/2001,TOR @ WAS,W,242,106,46,90,51.1,5,13,38.5,9,13,69.2,11,34,45,30,9,10,16,27,7
DEN,02/24/2001,DEN vs. ATL,W,240,85,30,76,39.5,3,18,16.7,22,33,66.7,12,42,54,28,8,16,17,22,3
MIA,02/24/2001,MIA vs. NJN,W,241,75,27,74,36.5,4,17,23.5,17,23,73.9,12,28,40,14,4,4,13,17,5
PHI,02/24/2001,PHI @ CHH,L,240,85,30,66,45.5,4,10,40,21,26,80.8,5,40,45,19,5,5,19,20,-1
POR,02/24/2001,POR @ LAC,L,289,120,47,97,48.5,10,22,45.5,16,21,76.2,10,29,39,32,12,3,15,27,-3
SAS,02/24/2001,SAS @ DAL,W,241,107,35,73,47.9,7,15,46.7,30,40,75,12,30,42,23,4,5,13,18,3
DAL,02/24/2001,DAL vs. SAS,L,239,104,39,83,47,8,19,42.1,18,21,85.7,13,26,39,23,6,6,8,27,-3
VAN,02/24/2001,VAN @ CHI,L,241,75,33,78,42.3,0,7,0,9,12,75,12,29,41,26,6,8,21,26,-15
ATL,02/24/2001,ATL @ DEN,L,240,82,32,88,36.4,3,8,37.5,15,22,68.2,13,35,48,22,7,7,15,22,-3
PHI,02/23/2001,PHI @ DET,W,242,99,40,85,47.1,2,7,28.6,17,22,77.3,11,42,53,21,6,7,15,17,21
SAC,02/23/2001,SAC @ TOR,W,314,119,43,102,42.2,8,23,34.8,25,29,86.2,12,43,55,20,8,8,17,19,1
BOS,02/23/2001,BOS @ SAS,L,241,82,29,78,37.2,2,20,10,22,30,73.3,8,28,36,18,9,4,7,19,-18
CLE,02/23/2001,CLE vs. IND,L,240,90,37,79,46.8,0,1,0,16,20,80,8,31,39,20,4,4,9,17,-2
SEA,02/23/2001,SEA vs. UTA,L,241,84,29,67,43.3,8,21,38.1,18,24,75,8,29,37,20,7,8,19,26,-12
UTA,02/23/2001,UTA @ SEA,W,238,96,36,83,43.4,3,10,30,21,31,67.7,14,25,39,23,12,2,9,22,12
MIL,02/23/2001,MIL vs. VAN,W,241,93,37,90,41.1,9,24,37.5,10,12,83.3,16,38,54,25,9,5,15,20,12
GSW,02/23/2001,GSW @ MIN,L,240,83,33,91,36.3,3,14,21.4,14,18,77.8,20,27,47,22,5,2,15,13,-39
NYK,02/23/2001,NYK vs. PHX,L,265,84,31,80,38.8,5,18,27.8,17,19,89.5,12,36,48,16,5,0,19,18,-4
MIN,02/23/2001,MIN vs. GSW,W,239,122,51,88,58,9,21,42.9,11,15,73.3,8,33,41,38,10,5,7,20,39
SAS,02/23/2001,SAS vs. BOS,W,241,100,35,75,46.7,8,17,47.1,22,25,88,10,37,47,23,3,8,12,24,18
ATL,02/23/2001,ATL @ LAL,L,240,106,43,92,46.7,3,11,27.3,17,18,94.4,10,29,39,16,5,4,13,19,-7
PHX,02/23/2001,PHX @ NYK,W,266,88,39,80,48.8,3,9,33.3,7,14,50,6,32,38,23,8,3,14,23,4
ORL,02/23/2001,ORL @ HOU,L,241,95,36,84,42.9,9,23,39.1,14,21,66.7,13,19,32,22,7,5,15,26,-10
TOR,02/23/2001,TOR vs. SAC,L,316,118,46,109,42.2,8,19,42.1,18,20,90,10,38,48,26,11,15,10,26,-1
VAN,02/23/2001,VAN @ MIL,L,241,81,28,78,35.9,6,11,54.5,19,21,90.5,10,33,43,21,8,2,17,16,-12
HOU,02/23/2001,HOU vs. ORL,W,240,105,37,74,50,3,7,42.9,28,38,73.7,13,36,49,23,7,6,18,20,10
IND,02/23/2001,IND @ CLE,W,241,92,38,87,43.7,5,16,31.3,11,13,84.6,12,30,42,24,4,5,6,20,2
LAL,02/23/2001,LAL vs. ATL,W,239,113,46,90,51.1,5,15,33.3,16,25,64,13,32,45,30,8,8,12,13,7
DET,02/23/2001,DET vs. PHI,L,241,78,34,101,33.7,6,17,35.3,4,7,57.1,22,31,53,14,7,8,14,21,-21
GSW,02/22/2001,GSW @ CHH,L,241,91,36,87,41.4,5,9,55.6,14,16,87.5,10,25,35,22,10,2,11,15,-2
CHI,02/22/2001,CHI vs. LAC,L,241,80,25,82,30.5,5,16,31.3,25,29,86.2,19,26,45,21,6,4,12,18,-13
DAL,02/22/2001,DAL vs. BOS,W,241,98,40,79,50.6,5,15,33.3,13,19,68.4,11,32,43,27,11,7,16,25,7
BOS,02/22/2001,BOS @ DAL,L,239,91,32,77,41.6,9,23,39.1,18,25,72,13,29,42,18,9,5,17,23,-7
SAC,02/22/2001,SAC @ WAS,W,240,115,40,78,51.3,7,12,58.3,28,33,84.8,10,32,42,24,5,11,12,23,5
WAS,02/22/2001,WAS vs. SAC,L,242,110,41,94,43.6,7,19,36.8,21,27,77.8,20,21,41,25,7,5,9,27,-5
UTA,02/22/2001,UTA @ POR,W,239,90,35,78,44.9,2,7,28.6,18,23,78.3,15,27,42,25,12,2,19,26,6
LAC,02/22/2001,LAC @ CHI,W,240,93,35,72,48.6,5,10,50,18,24,75,10,32,42,24,3,4,13,23,13
POR,02/22/2001,POR vs. UTA,L,240,84,32,66,48.5,3,11,27.3,17,23,73.9,3,29,32,20,10,5,18,23,-6
CHH,02/22/2001,CHH vs. GSW,W,240,93,42,84,50,5,20,25,4,7,57.1,12,37,49,31,9,4,20,17,2
CLE,02/21/2001,CLE vs. LAC,L,240,94,38,84,45.2,2,8,25,16,18,88.9,11,28,39,23,7,2,13,23,-6
MIA,02/21/2001,MIA vs. PHX,L,240,85,34,74,45.9,1,11,9.1,16,23,69.6,5,27,32,18,12,2,11,14,-15
PHX,02/21/2001,PHX @ MIA,W,240,100,42,80,52.5,4,9,44.4,12,16,75,13,33,46,24,7,5,15,19,15
LAL,02/21/2001,LAL @ SAS,W,241,101,36,65,55.4,7,13,53.8,22,26,84.6,6,33,39,23,2,5,21,26,2
VAN,02/21/2001,VAN @ PHI,L,239,91,26,71,36.6,2,11,18.2,37,44,84.1,13,32,45,17,6,3,20,23,-16
NYK,02/21/2001,NYK @ DET,L,238,85,30,80,37.5,5,14,35.7,20,31,64.5,13,33,46,14,6,3,14,28,-5
SAS,02/21/2001,SAS vs. LAL,L,239,99,40,78,51.3,5,11,45.5,14,24,58.3,7,21,28,25,12,2,9,20,-2
HOU,02/21/2001,HOU @ MIN,W,241,89,33,76,43.4,4,16,25,19,27,70.4,7,43,50,24,6,7,13,20,6
SEA,02/21/2001,SEA vs. DEN,W,240,127,51,86,59.3,8,20,40,17,25,68,10,31,41,32,7,9,9,21,29
PHI,02/21/2001,PHI vs. VAN,W,239,107,38,86,44.2,2,10,20,29,40,72.5,19,29,48,21,13,0,11,29,16
LAC,02/21/2001,LAC @ CLE,W,240,100,37,82,45.1,6,17,35.3,20,24,83.3,15,33,48,21,7,7,13,19,6
DEN,02/21/2001,DEN @ SEA,L,239,98,37,87,42.5,3,12,25,21,28,75,14,23,37,22,6,6,10,22,-29
NJN,02/21/2001,NJN vs. TOR,W,241,113,40,79,50.6,13,20,65,20,28,71.4,7,30,37,20,7,5,11,26,2
TOR,02/21/2001,TOR @ NJN,L,241,111,40,87,46,8,20,40,23,31,74.2,16,31,47,26,5,4,11,22,-2
MIN,02/21/2001,MIN vs. HOU,L,240,83,34,89,38.2,2,7,28.6,13,18,72.2,11,31,42,22,7,5,9,22,-6
DET,02/21/2001,DET vs. NYK,W,239,90,29,79,36.7,4,11,36.4,28,32,87.5,10,32,42,16,6,12,10,25,5
NYK,02/20/2001,NYK vs. MIA,W,242,76,29,68,42.6,4,14,28.6,14,16,87.5,5,31,36,19,6,4,15,20,2
ATL,02/20/2001,ATL @ SAC,L,240,80,30,79,38,3,12,25,17,21,81,11,36,47,15,5,10,17,9,-14
DAL,02/20/2001,DAL vs. LAL,L,241,109,41,91,45.1,12,29,41.4,15,20,75,6,26,32,20,3,7,6,29,-10
GSW,02/20/2001,GSW @ TOR,L,240,102,42,96,43.8,3,11,27.3,15,25,60,17,26,43,30,11,10,12,17,-11
BOS,02/20/2001,BOS @ HOU,L,240,84,25,68,36.8,6,22,27.3,28,34,82.4,6,29,35,16,5,5,19,24,-17
ORL,02/20/2001,ORL vs. PHX,L,241,104,41,87,47.1,6,16,37.5,16,23,69.6,10,20,30,23,9,6,13,32,-6
WAS,02/20/2001,WAS vs. VAN,L,240,104,34,83,41,8,22,36.4,28,31,90.3,12,25,37,26,12,4,16,30,-12
POR,02/20/2001,POR vs. DEN,W,239,104,39,84,46.4,8,19,42.1,18,21,85.7,17,24,41,32,6,4,15,20,10
DEN,02/20/2001,DEN @ POR,L,240,94,34,75,45.3,6,17,35.3,20,24,83.3,8,22,30,22,10,5,14,20,-10
LAL,02/20/2001,LAL @ DAL,W,240,119,38,82,46.3,6,12,50,37,44,84.1,15,40,55,26,5,5,8,23,10
SAC,02/20/2001,SAC vs. ATL,W,241,94,39,100,39,6,16,37.5,10,11,90.9,22,33,55,21,12,4,10,21,14
MIA,02/20/2001,MIA @ NYK,L,240,74,28,71,39.4,6,17,35.3,12,16,75,9,28,37,19,8,3,14,18,-2
HOU,02/20/2001,HOU vs. BOS,W,239,101,40,91,44,6,18,33.3,15,23,65.2,15,31,46,23,11,8,13,20,17
CHI,02/20/2001,CHI vs. MIL,L,240,92,38,85,44.7,1,13,7.7,15,20,75,11,33,44,29,5,3,13,25,-9
TOR,02/20/2001,TOR vs. GSW,W,240,113,44,90,48.9,6,13,46.2,19,22,86.4,18,26,44,27,2,14,13,19,11
VAN,02/20/2001,VAN @ WAS,W,239,116,44,80,55,6,10,60,22,32,68.8,11,35,46,29,9,4,20,24,12
MIL,02/20/2001,MIL @ CHI,W,240,101,37,85,43.5,6,14,42.9,21,32,65.6,12,33,45,23,6,5,12,26,9
PHX,02/20/2001,PHX @ ORL,W,239,110,32,62,51.6,3,7,42.9,43,55,78.2,9,31,40,24,7,3,17,24,6
LAC,02/19/2001,LAC @ DET,W,265,111,40,80,50,6,13,46.2,25,38,65.8,11,38,49,24,6,7,15,26,5
CLE,02/19/2001,CLE vs. CHI,W,239,85,33,75,44,4,8,50,15,19,78.9,9,36,45,20,8,6,14,19,1
DET,02/19/2001,DET vs. LAC,L,264,106,40,96,41.7,4,16,25,22,27,81.5,16,27,43,22,5,8,11,30,-5
UTA,02/19/2001,UTA vs. BOS,W,238,114,35,75,46.7,6,11,54.5,38,48,79.2,18,37,55,28,11,7,19,29,15
MIL,02/19/2001,MIL vs. SAS,W,241,102,42,79,53.2,11,19,57.9,7,12,58.3,10,28,38,27,9,3,15,21,4
SAS,02/19/2001,SAS @ MIL,L,239,98,39,83,47,9,15,60,11,15,73.3,9,30,39,22,8,2,14,14,-4
CHI,02/19/2001,CHI @ CLE,L,241,84,30,76,39.5,8,21,38.1,16,20,80,8,31,39,24,6,7,10,22,-1
BOS,02/19/2001,BOS @ UTA,L,239,99,28,71,39.4,13,28,46.4,30,40,75,6,22,28,18,10,7,16,33,-15
SAS,02/18/2001,SAS @ TOR,W,240,92,36,75,48,2,11,18.2,18,25,72,10,37,47,19,7,7,13,15,18
PHI,02/18/2001,PHI vs. PHX,W,240,104,36,78,46.2,7,11,63.6,25,32,78.1,14,31,45,20,12,1,16,20,6
GSW,02/18/2001,GSW vs. ATL,L,240,91,34,95,35.8,5,15,33.3,18,26,69.2,23,34,57,19,8,2,16,25,-7
LAL,02/18/2001,LAL @ IND,L,240,109,42,87,48.3,2,11,18.2,23,32,71.9,17,23,40,24,8,6,8,27,-1
LAC,02/18/2001,LAC @ NJN,L,264,96,38,83,45.8,6,15,40,14,25,56,11,31,42,22,13,9,23,31,-6
VAN,02/18/2001,VAN @ MIN,W,241,110,41,90,45.6,5,16,31.3,23,30,76.7,17,31,48,25,9,3,8,18,8
MIN,02/18/2001,MIN vs. VAN,L,241,102,43,90,47.8,2,11,18.2,14,22,63.6,18,28,46,25,7,3,13,24,-8
WAS,02/18/2001,WAS @ DEN,W,239,101,38,81,46.9,5,10,50,20,24,83.3,14,28,42,20,6,4,13,20,3
UTA,02/18/2001,UTA @ SAC,W,240,94,34,82,41.5,2,9,22.2,24,25,96,19,27,46,24,4,6,13,23,4
DEN,02/18/2001,DEN vs. WAS,L,240,98,39,83,47,4,14,28.6,16,21,76.2,14,28,42,29,4,13,12,20,-3
NJN,02/18/2001,NJN vs. LAC,W,264,102,32,84,38.1,9,22,40.9,29,32,90.6,12,34,46,17,13,8,20,23,6
TOR,02/18/2001,TOR vs. SAS,L,240,74,30,78,38.5,2,11,18.2,12,17,70.6,8,31,39,19,6,1,15,20,-18
ORL,02/18/2001,ORL vs. NYK,W,240,96,37,77,48.1,9,22,40.9,13,17,76.5,8,25,33,24,9,6,11,21,8
ATL,02/18/2001,ATL @ GSW,W,241,98,37,82,45.1,7,11,63.6,17,18,94.4,10,39,49,21,9,8,20,25,7
IND,02/18/2001,IND vs. LAL,W,241,110,36,72,50,5,14,35.7,33,38,86.8,10,25,35,24,5,9,10,27,1
SAC,02/18/2001,SAC vs. UTA,L,240,90,31,74,41.9,3,14,21.4,25,31,80.6,13,26,39,18,10,6,13,23,-4
PHX,02/18/2001,PHX @ PHI,L,240,98,43,90,47.8,1,12,8.3,11,18,61.1,16,28,44,24,11,3,17,22,-6
NYK,02/18/2001,NYK @ ORL,L,239,88,33,69,47.8,5,10,50,17,23,73.9,7,29,36,13,4,4,18,23,-8
MIL,02/17/2001,MIL vs. CHH,L,240,93,40,86,46.5,7,22,31.8,6,10,60,12,23,35,24,8,2,11,17,-10
BOS,02/17/2001,BOS @ POR,W,240,85,30,75,40,10,20,50,15,24,62.5,9,29,38,18,6,2,9,15,4
ATL,02/17/2001,ATL @ SEA,W,241,101,41,81,50.6,6,11,54.5,13,17,76.5,12,32,44,28,5,7,16,18,7
WAS,02/17/2001,WAS @ DAL,L,239,105,39,78,50,3,17,17.6,24,32,75,18,25,43,19,7,4,17,29,-7
CHI,02/17/2001,CHI vs. MIA,W,240,89,34,72,47.2,1,8,12.5,20,28,71.4,11,37,48,31,8,8,18,18,7
CLE,02/17/2001,CLE @ HOU,L,239,80,32,79,40.5,3,8,37.5,13,17,76.5,9,26,35,16,8,8,12,20,-12
DAL,02/17/2001,DAL vs. WAS,W,241,112,39,75,52,3,12,25,31,38,81.6,12,27,39,23,10,1,13,24,7
CHH,02/17/2001,CHH @ MIL,W,239,103,40,79,50.6,6,15,40,17,20,85,14,30,44,31,9,3,15,15,10
HOU,02/17/2001,HOU vs. CLE,W,243,92,32,83,38.6,9,21,42.9,19,21,90.5,15,30,45,15,9,5,13,19,12
POR,02/17/2001,POR vs. BOS,L,239,81,35,74,47.3,1,12,8.3,10,14,71.4,6,36,42,24,3,4,12,26,-4
SEA,02/17/2001,SEA vs. ATL,L,241,94,39,87,44.8,3,9,33.3,13,17,76.5,7,24,31,20,8,5,9,20,-7
MIA,02/17/2001,MIA @ CHI,L,240,82,30,82,36.6,8,25,32,14,19,73.7,10,27,37,21,11,2,14,24,-7
SAS,02/16/2001,SAS @ MIN,W,242,91,28,68,41.2,5,10,50,30,47,63.8,7,36,43,16,4,5,8,21,6
HOU,02/16/2001,HOU @ ORL,L,240,93,34,78,43.6,2,15,13.3,23,35,65.7,13,27,40,15,10,9,22,22,-15
DEN,02/16/2001,DEN @ SAC,L,238,84,32,83,38.6,6,18,33.3,14,17,82.4,13,27,40,19,8,5,20,24,-32
GSW,02/16/2001,GSW vs. VAN,L,239,79,33,80,41.3,1,12,8.3,12,14,85.7,16,27,43,22,8,1,20,19,-13
LAL,02/16/2001,LAL @ CHH,W,242,99,35,78,44.9,3,12,25,26,39,66.7,12,38,50,23,7,8,17,24,5
PHI,02/16/2001,PHI vs. LAC,W,241,108,41,88,46.6,3,10,30,23,34,67.6,14,37,51,24,7,3,7,21,15
ORL,02/16/2001,ORL vs. HOU,W,238,108,44,87,50.6,3,16,18.8,17,21,81,10,32,42,25,16,8,15,25,15
SAC,02/16/2001,SAC vs. DEN,W,240,117,45,81,55.6,8,17,47.1,19,23,82.6,6,33,39,31,12,6,10,16,32
VAN,02/16/2001,VAN @ GSW,W,241,92,38,73,52.1,6,13,46.2,10,14,71.4,7,23,30,24,11,1,17,20,13
NYK,02/16/2001,NYK vs. NJN,W,241,114,44,79,55.7,7,16,43.8,19,27,70.4,6,23,29,22,6,4,5,19,10
NJN,02/16/2001,NJN @ NYK,L,240,104,38,78,48.7,7,13,53.8,21,27,77.8,15,30,45,18,4,0,15,26,-10
CHH,02/16/2001,CHH vs. LAL,L,240,94,37,102,36.3,5,17,29.4,15,27,55.6,21,36,57,24,9,3,12,30,-5
MIN,02/16/2001,MIN vs. SAS,L,241,85,32,86,37.2,2,15,13.3,19,30,63.3,17,37,54,25,6,3,10,31,-6
LAC,02/16/2001,LAC @ PHI,L,240,93,34,73,46.6,7,18,38.9,18,28,64.3,5,30,35,24,3,10,14,21,-15
CLE,02/15/2001,CLE @ DAL,L,241,81,31,77,40.3,1,5,20,18,23,78.3,11,26,37,17,9,5,17,23,-21
VAN,02/15/2001,VAN vs. GSW,W,238,99,37,70,52.9,8,12,66.7,17,25,68,6,39,45,28,5,9,17,24,10
BOS,02/15/2001,BOS @ SEA,W,239,108,39,80,48.8,12,23,52.2,18,22,81.8,10,28,38,21,15,5,13,25,20
IND,02/15/2001,IND vs. DET,W,241,82,30,79,38,6,17,35.3,16,18,88.9,11,36,47,27,8,11,9,22,9
SAC,02/15/2001,SAC @ POR,L,242,81,33,83,39.8,6,16,37.5,9,11,81.8,11,27,38,21,9,3,19,15,-24
WAS,02/15/2001,WAS @ SAS,L,239,78,31,86,36,2,12,16.7,14,20,70,16,30,46,17,4,2,10,16,-24
GSW,02/15/2001,GSW @ VAN,L,241,89,35,92,38,1,13,7.7,18,25,72,15,27,42,22,11,6,11,21,-10
SEA,02/15/2001,SEA vs. BOS,L,241,88,35,71,49.3,5,15,33.3,13,24,54.2,5,27,32,26,9,7,22,20,-20
DET,02/15/2001,DET @ IND,L,240,73,25,82,30.5,5,16,31.3,18,25,72,15,34,49,14,5,6,14,23,-9
TOR,02/15/2001,TOR vs. MIA,L,265,91,35,96,36.5,5,16,31.3,16,22,72.7,14,33,47,20,13,9,13,19,-7
MIA,02/15/2001,MIA @ TOR,W,265,98,36,83,43.4,6,18,33.3,20,25,80,8,37,45,27,3,7,18,23,7
DAL,02/15/2001,DAL vs. CLE,W,242,102,43,83,51.8,3,11,27.3,13,20,65,15,33,48,18,10,5,17,22,21
POR,02/15/2001,POR vs. SAC,W,241,105,45,86,52.3,6,14,42.9,9,13,69.2,10,32,42,24,13,9,13,12,24
SAS,02/15/2001,SAS vs. WAS,W,241,102,42,78,53.8,7,16,43.8,11,14,78.6,5,30,35,23,9,9,7,16,24
PHX,02/14/2001,PHX vs. MIN,W,240,104,39,74,52.7,2,5,40,24,29,82.8,6,37,43,29,9,6,18,21,8
NYK,02/14/2001,NYK @ UTA,L,239,90,31,66,47,6,13,46.2,22,30,73.3,5,27,32,21,8,8,13,35,-16
ORL,02/14/2001,ORL vs. LAC,W,241,114,45,84,53.6,9,15,60,15,19,78.9,9,26,35,32,14,5,12,23,13
ATL,02/14/2001,ATL vs. MIL,L,241,98,37,89,41.6,5,7,71.4,19,23,82.6,18,32,50,21,6,7,13,22,-4
DET,02/14/2001,DET vs. NJN,W,240,105,41,92,44.6,10,16,62.5,13,17,76.5,17,33,50,26,14,3,19,23,19
NJN,02/14/2001,NJN @ DET,L,240,86,34,81,42,2,15,13.3,16,25,64,14,27,41,20,12,5,22,19,-19
LAC,02/14/2001,LAC @ ORL,L,240,101,32,75,42.7,6,14,42.9,31,35,88.6,12,30,42,20,5,7,17,16,-13
MIL,02/14/2001,MIL @ ATL,W,240,102,39,86,45.3,5,12,41.7,19,23,82.6,11,35,46,20,6,9,13,19,4
LAL,02/14/2001,LAL @ PHI,L,241,97,39,81,48.1,6,14,42.9,13,18,72.2,6,30,36,20,7,6,17,25,-15
PHI,02/14/2001,PHI vs. LAL,W,240,112,43,86,50,4,9,44.4,22,29,75.9,10,33,43,29,11,1,11,21,15
UTA,02/14/2001,UTA vs. NYK,W,240,106,31,73,42.5,9,15,60,35,47,74.5,15,30,45,23,6,4,13,28,16
MIN,02/14/2001,MIN @ PHX,L,240,96,38,90,42.2,3,9,33.3,17,20,85,13,27,40,25,14,6,13,22,-8
MIN,02/13/2001,MIN @ POR,L,240,88,35,77,45.5,6,12,50,12,14,85.7,10,24,34,20,8,1,25,21,-21
UTA,02/13/2001,UTA vs. SAC,L,266,94,34,92,37,5,16,31.3,21,27,77.8,23,40,63,23,5,7,19,29,-3
BOS,02/13/2001,BOS @ VAN,L,239,98,35,83,42.2,11,23,47.8,17,19,89.5,8,22,30,21,12,6,15,25,-1
SAC,02/13/2001,SAC @ UTA,W,265,97,32,80,40,6,17,35.3,27,37,73,13,28,41,14,12,5,13,24,3
NYK,02/13/2001,NYK @ DEN,L,240,77,27,76,35.5,3,9,33.3,20,23,87,8,34,42,18,3,3,14,24,-19
LAC,02/13/2001,LAC @ MIA,L,267,99,38,77,49.4,5,12,41.7,18,21,85.7,7,32,39,16,6,4,14,25,-2
SAS,02/13/2001,SAS vs. DAL,W,239,104,38,73,52.1,9,16,56.3,19,31,61.3,8,34,42,23,8,8,16,21,12
PHI,02/13/2001,PHI @ MIL,W,241,107,37,87,42.5,5,13,38.5,28,36,77.8,15,29,44,24,10,0,11,24,3
CHI,02/13/2001,CHI vs. ATL,W,240,96,37,83,44.6,5,12,41.7,17,23,73.9,10,35,45,32,5,8,15,24,4
PHX,02/13/2001,PHX @ GSW,W,239,93,37,85,43.5,2,8,25,17,22,77.3,10,38,48,26,13,14,12,13,10
HOU,02/13/2001,HOU vs. WAS,W,241,99,36,78,46.2,4,11,36.4,23,28,82.1,9,36,45,16,12,7,16,23,10
DAL,02/13/2001,DAL @ SAS,L,240,92,35,86,40.7,5,14,35.7,17,20,85,13,27,40,10,9,7,12,27,-12
MIA,02/13/2001,MIA vs. LAC,W,266,101,36,80,45,10,19,52.6,19,24,79.2,10,24,34,22,7,2,11,22,2
POR,02/13/2001,POR vs. MIN,W,241,109,44,84,52.4,4,8,50,17,21,81,13,31,44,30,9,1,16,17,21
ATL,02/13/2001,ATL @ CHI,L,241,92,36,83,43.4,1,4,25,19,30,63.3,13,31,44,20,8,11,11,20,-4
CHH,02/13/2001,CHH @ IND,W,240,77,29,86,33.7,6,15,40,13,18,72.2,19,40,59,14,7,6,13,14,11
NJN,02/13/2001,NJN vs. LAL,L,265,110,39,85,45.9,8,17,47.1,24,32,75,11,26,37,21,6,1,13,32,-3
DEN,02/13/2001,DEN vs. NYK,W,238,96,34,74,45.9,11,23,47.8,17,24,70.8,5,39,44,26,7,7,14,25,19
TOR,02/13/2001,TOR @ CLE,W,240,120,40,89,44.9,5,12,41.7,35,42,83.3,15,30,45,32,8,6,10,26,15
GSW,02/13/2001,GSW vs. PHX,L,240,83,35,87,40.2,5,10,50,8,13,61.5,11,39,50,22,6,2,17,17,-10
MIL,02/13/2001,MIL vs. PHI,L,240,104,40,83,48.2,4,13,30.8,20,25,80,12,36,48,28,10,9,18,29,-3
CLE,02/13/2001,CLE vs. TOR,L,240,105,38,75,50.7,5,8,62.5,24,32,75,4,31,35,27,5,7,13,26,-15
WAS,02/13/2001,WAS @ HOU,L,239,89,32,90,35.6,1,10,10,24,29,82.8,17,27,44,16,10,4,16,26,-10
VAN,02/13/2001,VAN vs. BOS,W,241,99,35,74,47.3,6,18,33.3,23,31,74.2,8,41,49,23,9,5,21,23,1
LAL,02/13/2001,LAL @ NJN,W,264,113,41,86,47.7,6,22,27.3,25,39,64.1,17,28,45,30,6,9,14,28,3
IND,02/13/2001,IND vs. CHH,L,240,66,29,82,35.4,2,13,15.4,6,6,100,9,32,41,21,8,6,13,14,-11
DEN,02/08/2001,DEN @ TOR,L,240,92,36,80,45,10,24,41.7,10,17,58.8,8,32,40,23,6,2,11,25,-7
DET,02/08/2001,DET vs. HOU,L,240,90,34,91,37.4,6,17,35.3,16,20,80,15,33,48,14,8,3,14,21,-13
ATL,02/08/2001,ATL @ CHH,L,240,84,34,80,42.5,3,10,30,13,17,76.5,12,31,43,20,3,5,17,16,-17
HOU,02/08/2001,HOU @ DET,W,239,103,37,70,52.9,10,19,52.6,19,26,73.1,2,36,38,22,6,7,12,20,13
NJN,02/08/2001,NJN vs. SAS,W,241,99,34,78,43.6,7,12,58.3,24,30,80,10,34,44,17,10,2,7,23,2
CHH,02/08/2001,CHH vs. ATL,W,239,101,40,88,45.5,5,13,38.5,16,20,80,12,31,43,29,11,9,6,17,17
TOR,02/08/2001,TOR vs. DEN,W,241,99,35,76,46.1,6,14,42.9,23,26,88.5,8,32,40,26,5,6,9,18,7
SAS,02/08/2001,SAS @ NJN,L,240,97,35,87,40.2,8,20,40,19,27,70.4,19,33,52,21,4,7,11,22,-2
MIN,02/07/2001,MIN vs. SAC,W,240,117,48,84,57.1,9,18,50,12,13,92.3,8,38,46,39,10,11,16,28,29
DAL,02/07/2001,DAL @ NYK,L,292,93,37,86,43,7,24,29.2,12,15,80,7,27,34,19,15,3,16,20,-3
POR,02/07/2001,POR vs. SEA,W,239,97,41,89,46.1,5,10,50,10,15,66.7,16,30,46,21,9,6,12,17,17
LAL,02/07/2001,LAL vs. PHX,W,240,85,35,83,42.2,3,13,23.1,12,16,75,9,34,43,22,10,3,16,23,2
NYK,02/07/2001,NYK vs. DAL,W,291,96,39,86,45.3,7,23,30.4,11,16,68.8,13,38,51,26,6,6,23,16,3
SEA,02/07/2001,SEA @ POR,L,239,80,31,75,41.3,3,8,37.5,15,21,71.4,13,28,41,16,5,4,16,15,-17
MIL,02/07/2001,MIL @ BOS,L,239,91,32,87,36.8,11,28,39.3,16,25,64,17,45,62,22,1,7,14,26,-3
VAN,02/07/2001,VAN vs. UTA,L,238,82,29,70,41.4,5,13,38.5,19,25,76,7,30,37,22,9,8,19,23,-10
ORL,02/07/2001,ORL vs. WAS,W,241,107,36,81,44.4,12,20,60,23,29,79.3,14,30,44,23,8,4,18,26,9
SAC,02/07/2001,SAC @ MIN,L,240,88,34,84,40.5,3,10,30,17,29,58.6,14,27,41,23,11,2,13,10,-29
GSW,02/07/2001,GSW vs. LAC,W,242,89,35,87,40.2,5,16,31.3,14,24,58.3,20,31,51,21,11,8,13,20,1
